id,name,state,category,featured
3560,Brooklyn Chinese American Association Inc,NEW_YORK,HUMAN_SERVICES,
3561,Bellsouth Corporation Rfa Life Veba Trust,TEXAS,OTHER,STATE
3562,State Fair Of Texas,TEXAS,RECREATION_SPORTS,
3563,Frontier Behavioral Health Spokane Mental Health,WASHINGTON,MENTAL_HEALTH_CRISIS_INTERVENTION,
3564,Commons At Willowbrook Inc,TEXAS,UNCATEGORIZED,STATE
3565,First Nations Community Health Source Inc,NEW_MEXICO,HEALTH_CARE,NATIONAL
3566,National Liberty Federation Inc,FLORIDA,CIVIL_RIGHTS_SOCIAL_ACTION_ADVOCACY,NATIONAL
3567,Virginia Child Care Resource And Refferal Network,VIRGINIA,UNCATEGORIZED,
3568,Community Foundations Inc,OHIO,PHILANTHROPY_VOLUNTARISM_GRANTMAKING_FOUNDATIONS,NATIONAL
3569,American Trust 33 11272 66 33 11512 98 Fbo,DELAWARE,HIGHER_EDUCATION,
3570,Hospital Council Of Northwest Ohio,OHIO,HEALTH_CARE,
3571,Chota Community Health Services,TENNESSEE,HEALTH_CARE,NATIONAL
3572,Wesley Homes Pierce County,WASHINGTON,HOUSING_SHELTER,
3573,American Society Of Health System Pharmacists Research And Education,MARYLAND,RELIGION_RELATED,STATE
3574,Ascension Southeast Michigan Community Health,MICHIGAN,HEALTH_CARE,
3575,Santa Fe Communications Inc,WISCONSIN,ARTS_CULTURE_HUMANITIES,STATE
3576,Strive International Inc,NEW_YORK,EMPLOYMENT,
3577,Gateway Rescue Mission Inc,MISSISSIPPI,RELIGION_RELATED,STATE
3578,Hiv Aids Alliance For Region Two,LOUISIANA,VOLUNTARY_HEALTH_ASSOCIATIONS_MEDICAL_DISCIPLINES,STATE
3579,The Nemasket Group Inc,MASSACHUSETTS,EMPLOYMENT,
3580,Southwestern Christian University Inc,OKLAHOMA,HIGHER_EDUCATION,
3581,Douglas County Educational Foundation,COLORADO,PHILANTHROPY_VOLUNTARISM_GRANTMAKING_FOUNDATIONS,
3582,Austin Symphony Orchestra Society,TEXAS,ARTS_CULTURE_HUMANITIES,
3583,Dyno Nobel Inc Distributors Veba 2,ARIZONA,UNCATEGORIZED,
3584,Washington Health Care Association,WASHINGTON,OTHER,
3585,Beach Point Club Inc,NEW_YORK,OTHER,STATE
3586,Soldiers Sailors Memorial,NEW_YORK,HEALTH_CARE,STATE
3587,Greater Los Angeles Zoo Association,CALIFORNIA,ARTS_CULTURE_HUMANITIES,
3588,Merit Club,ILLINOIS,OTHER,STATE
3589,Foundation For California Community Colleges,CALIFORNIA,HIGHER_EDUCATION,
3590,Reciprocal Ministries International,FLORIDA,RELIGION_RELATED,
3591,Tomah Memorial Hospital Inc,WISCONSIN,HEALTH_CARE,
3592,Center For Head Injury Services,MISSOURI,UNCATEGORIZED,NATIONAL
3593,Tucson International School Inc,ARIZONA,K_12,
3594,Hudson Montessori Association,OHIO,OTHER,
3595,Chai Lifeline Inc,NEW_YORK,HUMAN_SERVICES,
3596,Macon East Academy,ALABAMA,K_12,
3597,Geisinger Clinic,PENNSYLVANIA,HEALTH_CARE,
3598,Sonoma Country Day School,CALIFORNIA,K_12,
3599,Toledo Classic Inc,OHIO,UNCATEGORIZED,
3600,Brightstone Inc,TENNESSEE,HUMAN_SERVICES,
3601,University Of Southern Mississippi Foundation,MISSISSIPPI,HIGHER_EDUCATION,STATE
3602,Petco Foundation,TEXAS,ANIMAL_RELATED,
3603,Shanti Bhavan Childrens Project,NEW_JERSEY,K_12,
3604,Elam Ministries Inc,GEORGIA,RELIGION_RELATED,NATIONAL
3605,Gilmour Academy,OHIO,UNCATEGORIZED,
3606,Macdonald Training Center Inc,FLORIDA,HUMAN_SERVICES,NATIONAL
3607,Montessori School Of Greater Hartford Inc,CONNECTICUT,K_12,
3608,Boys And Girls Village Inc,CONNECTICUT,HUMAN_SERVICES,
3609,Center For Humanistic Change Of New Jersey Inc,NEW_JERSEY,UNCATEGORIZED,
3610,Classical Academy Incorporated,CALIFORNIA,K_12,
3611,Options Family Of Services,CALIFORNIA,UNCATEGORIZED,NATIONAL
3612,Big Brothers And Big Sisters Of Greater Miami,FLORIDA,YOUTH_DEVELOPMENT,
3613,Pacific Asia Travel Association,CALIFORNIA,OTHER,NATIONAL
3614,Brighton Center,TEXAS,HUMAN_SERVICES,
3615,North Hawaii Hospice Inc,HAWAII,HUMAN_SERVICES,NATIONAL
3616,Senior Resource Development Agency Pueblo Inc,COLORADO,UNCATEGORIZED,
3617,People Helping People Incorporated,KENTUCKY,HUMAN_SERVICES,STATE
3618,Franklin County Children Family Community Resource Board Associati,MISSOURI,HUMAN_SERVICES,STATE
3619,Mercy Health Northwest Arkansas Communities,ARKANSAS,HEALTH_CARE,
3620,Chief Dull Knife College,MONTANA,HIGHER_EDUCATION,NATIONAL
3621,Allan Hancock College Auxiliary Programs Corporation,CALIFORNIA,HIGHER_EDUCATION,
3622,New River Conservancy,NORTH_CAROLINA,ENVIRONMENT,
3623,The Mobile Museum Of Art Inc,ALABAMA,ARTS_CULTURE_HUMANITIES,
3624,Second Harvest Community Food Bank,MISSOURI,FOOD_AGRICULTURE_NUTRITION,NATIONAL
3625,Family Resource Agency Inc,TENNESSEE,UNCATEGORIZED,NATIONAL
3626,American College Of Surgeons,ILLINOIS,VOLUNTARY_HEALTH_ASSOCIATIONS_MEDICAL_DISCIPLINES,STATE
3627,American Association For Justice,DISTRICT_OF_COLUMBIA,OTHER,
3628,John H Hord Estate Tr,PENNSYLVANIA,HIGHER_EDUCATION,STATE
3629,University Of Maryland Upper Chesapeake Health System Inc,MARYLAND,HEALTH_CARE,
3630,Primary Health Care Center Of Dade Inc,GEORGIA,HEALTH_CARE,
3631,Boys Girls Club Of Clifton Inc,NEW_JERSEY,YOUTH_DEVELOPMENT,NATIONAL
3632,University Of Virginia Licensing Ventures Group,VIRGINIA,HIGHER_EDUCATION,STATE
3633,Independent Order Of Odd Fellows,OREGON,UNCATEGORIZED,
3634,Countryside Christian Community,PENNSYLVANIA,HEALTH_CARE,STATE
3635,The Centre For Women Inc,FLORIDA,HUMAN_SERVICES,
3636,Sisters Of Saint Ann Anna Maria College,MASSACHUSETTS,HIGHER_EDUCATION,
3637,Hockomock Young Mens Christian Association Inc,MASSACHUSETTS,HUMAN_SERVICES,
3638,Boy Scouts Of America Missouri 311 Pony Express Council,MISSOURI,K_12,
3639,Pivot Learning Partners,CALIFORNIA,OTHER,
3640,Madrid Home For The Aging,IOWA,UNCATEGORIZED,
3641,St Marys University Of San Antonio,TEXAS,HIGHER_EDUCATION,
3642,Kentucky Opera Association Inc,KENTUCKY,ARTS_CULTURE_HUMANITIES,
3643,National Association Of College And University Attorneys,DISTRICT_OF_COLUMBIA,HIGHER_EDUCATION,NATIONAL
3644,Down East Partnership For Children,NORTH_CAROLINA,COMMUNITY,STATE
3645,Bridges To Prosperity Inc,COLORADO,INTERNATIONAL_FOREIGN_AFFAIRS_NATIONAL_SECURITY,
3646,Havre Day Activity Center Inc,MONTANA,HUMAN_SERVICES,STATE
3647,Mental Health Connecticut Inc,CONNECTICUT,MENTAL_HEALTH_CRISIS_INTERVENTION,
3648,Pleasant Hills Childrens Home Of The Assemblies Of God Inc,TEXAS,HUMAN_SERVICES,
3649,Ronald Mc Donald House Charities Detroit,MICHIGAN,HEALTH_CARE,NATIONAL
3650,New Mexico Environmental Law Center,NEW_MEXICO,ENVIRONMENT,
3651,Uintah Basin Technical College Foundation Inc,UTAH,HIGHER_EDUCATION,
3652,Passage Home Inc,NORTH_CAROLINA,HOUSING_SHELTER,STATE
3653,Renewal Treatment Inc,PENNSYLVANIA,MENTAL_HEALTH_CRISIS_INTERVENTION,STATE
3654,Potomac School,VIRGINIA,K_12,NATIONAL
3655,Douglass Community Services Inc,MISSOURI,HUMAN_SERVICES,STATE
3656,Az Compass Schools Inc,ARIZONA,K_12,
3657,Health Through Walls Inc,FLORIDA,INTERNATIONAL_FOREIGN_AFFAIRS_NATIONAL_SECURITY,
3658,Community Resources For Justice Inc,MASSACHUSETTS,CRIME_LEGAL_RELATED,
3659,Alternative Paths Training School Inc,VIRGINIA,K_12,
3660,Glacier Community Health Center Inc,MONTANA,HEALTH_CARE,STATE
3661,Unity Care Northwest,WASHINGTON,HEALTH_CARE,
3662,Idaho Conservation League Inc,IDAHO,ENVIRONMENT,
3663,Sholom Community Alliance,MINNESOTA,HOUSING_SHELTER,STATE
3664,Actors Theatre Of Louisville Inc,KENTUCKY,ARTS_CULTURE_HUMANITIES,STATE
3665,Norcal Services For Deaf And Hard Of Hearing,CALIFORNIA,VOLUNTARY_HEALTH_ASSOCIATIONS_MEDICAL_DISCIPLINES,STATE
3666,Ingalls Home Care,ILLINOIS,HEALTH_CARE,NATIONAL
3667,Sacred Heart Retreat House Inc,CALIFORNIA,UNCATEGORIZED,
3668,C H Wilkinson Physician Network,TEXAS,UNCATEGORIZED,STATE
3669,Equip Enterprises,TEXAS,EMPLOYMENT,
3670,Irvington Community School Inc,INDIANA,K_12,
3671,Forest Ridge School Of The Sacred Heart,WASHINGTON,K_12,
3672,18 Degrees Inc,MASSACHUSETTS,HUMAN_SERVICES,
3673,Benedictine Living Communities Inc,MINNESOTA,UNCATEGORIZED,
3674,Stewarts Caring Place,OHIO,VOLUNTARY_HEALTH_ASSOCIATIONS_MEDICAL_DISCIPLINES,NATIONAL
3675,Garden Of Prayer Youth Center,ILLINOIS,HUMAN_SERVICES,
3676,Communicare Inc,CONNECTICUT,MENTAL_HEALTH_CRISIS_INTERVENTION,STATE
3677,Sports Camp Inc,FLORIDA,RECREATION_SPORTS,NATIONAL
3678,New Jersey Association For Mental Health Inc,NEW_JERSEY,OTHER,NATIONAL
3679,Tuolumne Me Wuk Indian Health Center Inc,CALIFORNIA,HUMAN_SERVICES,
3680,Bradley University,ILLINOIS,HIGHER_EDUCATION,NATIONAL
3681,Pratt Institute,NEW_YORK,HIGHER_EDUCATION,
3682,Enterprise Minnesota Inc,MINNESOTA,PUBLIC_SOCIETAL_BENEFIT,NATIONAL
3683,Olympic Community Of Health,WASHINGTON,HEALTH_CARE,NATIONAL
3684,Legal Aid At Work,CALIFORNIA,CIVIL_RIGHTS_SOCIAL_ACTION_ADVOCACY,
3685,Wichita State University Foundation,KANSAS,HIGHER_EDUCATION,STATE
3686,Camp Courageous Of Iowa Foundation,IOWA,HUMAN_SERVICES,
3687,Old Salem Incorporated,NORTH_CAROLINA,ARTS_CULTURE_HUMANITIES,
3688,Wilkes Community College Foundation Inc,NORTH_CAROLINA,OTHER,
3689,Orphan Disease Pathway Project,CONNECTICUT,VOLUNTARY_HEALTH_ASSOCIATIONS_MEDICAL_DISCIPLINES,STATE
3690,Conscious Alliance,COLORADO,HUMAN_SERVICES,STATE
3691,Working Partnerships Usa,CALIFORNIA,CIVIL_RIGHTS_SOCIAL_ACTION_ADVOCACY,
3692,The Association Of Pool And Spa Professionals,VIRGINIA,OTHER,
3693,Leake Academy Inc,MISSISSIPPI,K_12,STATE
3694,Verity Health System Of California Inc,CALIFORNIA,HEALTH_CARE,
3695,Denver Montessori Society,COLORADO,K_12,
3696,Earth Force Inc,COLORADO,K_12,STATE
3697,Developmental Services Of Dickson County,TENNESSEE,HUMAN_SERVICES,
3698,Library Foundation Of Los Angeles,CALIFORNIA,COMMUNITY,NATIONAL
3699,American Association Of University Women Inc,DISTRICT_OF_COLUMBIA,CIVIL_RIGHTS_SOCIAL_ACTION_ADVOCACY,NATIONAL
3700,Columbus Arts And Technology Academy,OHIO,ARTS_CULTURE_HUMANITIES,STATE
3701,Art Dealers Association Of America Inc,NEW_YORK,OTHER,STATE
3702,Harrisburg Academy,PENNSYLVANIA,K_12,
3703,Rappahannock United Way Inc,VIRGINIA,COMMUNITY_IMPROVEMENT_CAPACITY_BUILDING,NATIONAL
3704,Everson Museum Of Art Of Syracuse And Onondaga County,NEW_YORK,ARTS_CULTURE_HUMANITIES,
3705,St Gerards Community Of Care,NORTH_DAKOTA,UNCATEGORIZED,STATE
3706,Legal Aid Society Of Cleveland,OHIO,CIVIL_RIGHTS_SOCIAL_ACTION_ADVOCACY,
3707,Mid Cities Learning Center Inc,TEXAS,UNCATEGORIZED,NATIONAL
3708,Ocean County Memorial Park Association,NEW_JERSEY,OTHER,NATIONAL
3709,Reading Specialists Educational Association,PENNSYLVANIA,HUMAN_SERVICES,
3710,Vna Home Care Of Mercer County Inc,NEW_JERSEY,HEALTH_CARE,
3711,Furniture Trust Organization Inc,MASSACHUSETTS,ENVIRONMENT,STATE
3712,Metroplan,ARKANSAS,UNCATEGORIZED,
3713,Community Foundation Of Southern Indiana Inc,INDIANA,PHILANTHROPY_VOLUNTARISM_GRANTMAKING_FOUNDATIONS,NATIONAL
3714,Building Owners Managers Association International,DISTRICT_OF_COLUMBIA,OTHER,
3715,Isle Of Wight County Education Foundation,VIRGINIA,K_12,STATE
3716,The Palm Beach County Literacy Coalition Inc,FLORIDA,OTHER,
3717,Ma Maritime Academy Foundation Inc,MASSACHUSETTS,HIGHER_EDUCATION,NATIONAL
3718,St Vincent De Paul Thrift Store Of Dallas,TEXAS,HUMAN_SERVICES,STATE
3719,The Joyce D Andrew J Mandell Greater Hartford Jewish Community,CONNECTICUT,RECREATION_SPORTS,STATE
3720,New Hampshire Legal Assistance,NEW_HAMPSHIRE,CRIME_LEGAL_RELATED,NATIONAL
3721,Capital Area Food Bank Foundation,DISTRICT_OF_COLUMBIA,FOOD_AGRICULTURE_NUTRITION,
3722,Oxford Academy Inc,CONNECTICUT,K_12,STATE
3723,Our House Grief Support Center,CALIFORNIA,MENTAL_HEALTH_CRISIS_INTERVENTION,STATE
3724,Brethren Care Inc,OHIO,HEALTH_CARE,
3725,Homeless Assistance Leadership Organization Incorporated,WISCONSIN,HOUSING_SHELTER,NATIONAL
3726,Childhood League Inc,OHIO,K_12,
3727,Phi Delta Theta Fraternity,NORTH_CAROLINA,COMMUNITY_IMPROVEMENT_CAPACITY_BUILDING,NATIONAL
3728,Ronald Mc Donald House Charities Of Bismarck,NORTH_DAKOTA,UNCATEGORIZED,
3729,Bumc Otolaryngologic Foundation Inc,MASSACHUSETTS,OTHER,STATE
3730,Catholic Charities Of Northwest Florida Inc,FLORIDA,HUMAN_SERVICES,
3731,Animal Friends Alliance,COLORADO,ANIMAL_RELATED,NATIONAL
3732,Mennonite Central Committee,CALIFORNIA,HUMAN_SERVICES,
3733,Jackson Feild Homes Incorporated,VIRGINIA,HUMAN_SERVICES,
3734,Chicago Scholars Foundation,ILLINOIS,PHILANTHROPY_VOLUNTARISM_GRANTMAKING_FOUNDATIONS,
3735,Josiah Venture Nfp,ILLINOIS,RELIGION_RELATED,STATE
3736,River Of Life Mission,HAWAII,UNCATEGORIZED,NATIONAL
3737,The Womens Center Inc,NORTH_CAROLINA,HUMAN_SERVICES,STATE
3738,Bucknell University,PENNSYLVANIA,HIGHER_EDUCATION,
3739,Kettering University,MICHIGAN,HIGHER_EDUCATION,NATIONAL
3740,Elizabethtown College,PENNSYLVANIA,HIGHER_EDUCATION,STATE
3741,Rdwa 8,NEW_YORK,UNCATEGORIZED,NATIONAL
3742,University Facilities Inc,LOUISIANA,HOUSING_SHELTER,STATE
3743,International Eye Foundation,DISTRICT_OF_COLUMBIA,VOLUNTARY_HEALTH_ASSOCIATIONS_MEDICAL_DISCIPLINES,NATIONAL
3744,Childrens Cabinet Inc A Child And Family Resource,NEVADA,HUMAN_SERVICES,STATE
3745,Challenge Center Inc,WISCONSIN,HUMAN_SERVICES,
3746,The Graduate Center City University Of New York,NEW_YORK,HIGHER_EDUCATION,
3747,Friends Of Cibolo Wilderness,TEXAS,ENVIRONMENT,
3748,Conway Farms Golf Club Inc,ILLINOIS,RECREATION_SPORTS,
3749,Pendleton Place Inc,SOUTH_CAROLINA,HUMAN_SERVICES,
3750,Specialized Training For Adult Rehabilitation Inc,ILLINOIS,EMPLOYMENT,STATE
3751,Center For Open Science,VIRGINIA,SCIENCE_TECHNOLOGY,NATIONAL
3752,Bethany Home Society Of San Joaquin County Inc,CALIFORNIA,HUMAN_SERVICES,STATE
3753,Brooklyn Academy Of Music Inc,NEW_YORK,ARTS_CULTURE_HUMANITIES,
3754,Emerge Inc,MARYLAND,HUMAN_SERVICES,
3755,Excel Alaska Inc,ALASKA,HUMAN_SERVICES,
3756,Pas Charter Inc,ARIZONA,K_12,
3757,Salisbury Academy,NORTH_CAROLINA,K_12,
3758,Southwest Louisiana Primary Health Care Center Inc,LOUISIANA,HEALTH_CARE,
3759,Second Chance Animal Services Inc,MASSACHUSETTS,ANIMAL_RELATED,
3760,East Tennessee Lions Eye Bank,TENNESSEE,HEALTH_CARE,STATE
3761,Isamu Noguchi Foundation And Garden Museum,NEW_YORK,ARTS_CULTURE_HUMANITIES,
3762,La Casa De Salud Inc,NEW_YORK,HEALTH_CARE,NATIONAL
3763,Visiting Nurse Association Foundaton Inc,MASSACHUSETTS,HEALTH_CARE,
3764,Harvard Club Of Boston,MASSACHUSETTS,OTHER,
3765,Public School Employees Of Washington,WASHINGTON,OTHER,NATIONAL
3766,Xavier University Of Louisiana,LOUISIANA,HIGHER_EDUCATION,
3767,Chrysalis Charter School,CALIFORNIA,K_12,
3768,Stargate Foundation,COLORADO,OTHER,
3769,Young Mens Christian Association Of Eastern Union County,NEW_JERSEY,HUMAN_SERVICES,STATE
3770,Lamar Institute Of Technology Foundation,TEXAS,HIGHER_EDUCATION,NATIONAL
3771,Kids In Distress Inc,FLORIDA,HUMAN_SERVICES,
3772,Fulmont College Association Inc,NEW_YORK,HIGHER_EDUCATION,STATE
3773,Palmetto Economic Development Corp,SOUTH_CAROLINA,OTHER,NATIONAL
3774,Oscoda Wurtsmith Airport Authority,MICHIGAN,UNCATEGORIZED,
3775,Public Allies Inc,WISCONSIN,YOUTH_DEVELOPMENT,STATE
3776,Workers United,NEW_YORK,OTHER,STATE
3777,Hospice Of Hilo,HAWAII,HUMAN_SERVICES,
3778,Coopers Ferry Partnership Inc,NEW_JERSEY,COMMUNITY_IMPROVEMENT_CAPACITY_BUILDING,
3779,Springfield L I Cemetery Society,NEW_YORK,OTHER,NATIONAL
3780,National Swine Registry,INDIANA,UNCATEGORIZED,NATIONAL
3781,Phoenix Art Museum,ARIZONA,ARTS_CULTURE_HUMANITIES,
3782,Institute Of Range The American Mustang,SOUTH_DAKOTA,ANIMAL_RELATED,
3783,Theater District Improvement Inc,TEXAS,ARTS_CULTURE_HUMANITIES,
3784,Jane Phillips Memorial Medical Center Inc,OKLAHOMA,HEALTH_CARE,STATE
3785,Risen Son Christian Village Inc,IOWA,HUMAN_SERVICES,NATIONAL
3786,St Lukes University Health Foundation,PENNSYLVANIA,HEALTH_CARE,
3787,Seasons Hospice Inc,OKLAHOMA,HUMAN_SERVICES,
3788,Heritage Day Health Centers,OHIO,HUMAN_SERVICES,
3789,Jacobson Memorial Hospital Care Center,NORTH_DAKOTA,HEALTH_CARE,
3790,Benevolent Protective Order Of Elks Of The Usa,CALIFORNIA,UNCATEGORIZED,NATIONAL
3791,The Girls School Of Austin Inc,TEXAS,K_12,
3792,Mc Kenzie River Trust,OREGON,ENVIRONMENT,
3793,Panhandle Area Sheltered Workshop,OKLAHOMA,UNCATEGORIZED,NATIONAL
3794,Association Of State And Territorial Chronic Disease,GEORGIA,VOLUNTARY_HEALTH_ASSOCIATIONS_MEDICAL_DISCIPLINES,STATE
3795,The May Institute Inc,MASSACHUSETTS,HUMAN_SERVICES,
3796,Boca Raton Regional Hospital Inc,FLORIDA,HEALTH_CARE,
3797,Noland Health Services Inc,ALABAMA,HUMAN_SERVICES,
3798,Point Community Development Corporation,NEW_YORK,HUMAN_SERVICES,STATE
3799,Virginia Property Insurance Assn,VIRGINIA,OTHER,
3800,Monroe Medical Foundation Inc,KENTUCKY,HEALTH_CARE,
3801,St Vincents Institution,CALIFORNIA,HUMAN_SERVICES,
3802,The Agribank District Farm Council Inc,MINNESOTA,OTHER,
3803,Construction Education Foundation Inc,TEXAS,COMMUNITY,NATIONAL
3804,Kids Count Too Inc,OHIO,HUMAN_SERVICES,
3805,Triangle Community Foundation,NORTH_CAROLINA,PHILANTHROPY_VOLUNTARISM_GRANTMAKING_FOUNDATIONS,STATE
3806,Second Chance Inc,CALIFORNIA,MENTAL_HEALTH_CRISIS_INTERVENTION,
3807,South Walton Utility Company Inc,FLORIDA,UNCATEGORIZED,STATE
3808,International Isocyanate Institute Inc,NEW_JERSEY,UNCATEGORIZED,
3809,Pinewood Schools Of Thessaloniki Greece,RHODE_ISLAND,K_12,
3810,Cccp Community Trust,NORTH_CAROLINA,ARTS_CULTURE_HUMANITIES,STATE
3811,National Marine Mammal Foundation Inc,CALIFORNIA,ANIMAL_RELATED,
3812,King Baudouin Foundation United States Inc,NEW_YORK,PHILANTHROPY_VOLUNTARISM_GRANTMAKING_FOUNDATIONS,
3813,Counseling In Schools Inc,NEW_YORK,MENTAL_HEALTH_CRISIS_INTERVENTION,STATE
3814,National Organization Of Black Law Enforcement Executives Noble,VIRGINIA,UNCATEGORIZED,
3815,North Carolina Tennis Association Incorporated,NORTH_CAROLINA,OTHER,STATE
3816,Womens Transitional Living Ctr Inc,CALIFORNIA,HUMAN_SERVICES,STATE
3817,Advancement Resources Intercultural Significant Education Arise,TEXAS,K_12,NATIONAL
3818,Jw House,CALIFORNIA,HUMAN_SERVICES,
3819,Enrichment Services Program Incorporated,GEORGIA,HUMAN_SERVICES,NATIONAL
3820,Bread Inc,DISTRICT_OF_COLUMBIA,PHILANTHROPY_VOLUNTARISM_GRANTMAKING_FOUNDATIONS,NATIONAL
3821,Morgan Memorial Goodwill Industries Inc,MASSACHUSETTS,EMPLOYMENT,
3822,Parents Helping Parents Inc,CALIFORNIA,HUMAN_SERVICES,STATE
3823,New Schools For Baton Rouge,LOUISIANA,K_12,STATE
3824,Ohio Valley Industrial And Business Development Corporation,WEST_VIRGINIA,OTHER,STATE
3825,Owsley County Health Care Center Inc,KENTUCKY,HEALTH_CARE,
3826,Community Foundation Of Madison And Jefferson County Inc,INDIANA,COMMUNITY_IMPROVEMENT_CAPACITY_BUILDING,
3827,The Greenwich Land Trust Inc,CONNECTICUT,ENVIRONMENT,
3828,Alliance For Excellent Education Inc,DISTRICT_OF_COLUMBIA,OTHER,
3829,Pit River Health Service Inc,CALIFORNIA,HEALTH_CARE,
3830,Friendship Public Charter School,DISTRICT_OF_COLUMBIA,K_12,NATIONAL
3831,Fresno Humane Animal Services,CALIFORNIA,ANIMAL_RELATED,STATE
3832,Independent Healthcare Management Inc,MISSISSIPPI,HEALTH_CARE,NATIONAL
3833,Klamath Falls Gospel Mission,OREGON,RELIGION_RELATED,NATIONAL
3834,Point Reyes Bird Observatory,CALIFORNIA,ENVIRONMENT,STATE
3835,Nhs Stevens Center,PENNSYLVANIA,MENTAL_HEALTH_CRISIS_INTERVENTION,STATE
3836,Colorado Youth Corps Association,COLORADO,ENVIRONMENT,NATIONAL
3837,Nebraska Methodist Hospital Foundation,NEBRASKA,HEALTH_CARE,STATE
3838,Child Family Center,CALIFORNIA,MENTAL_HEALTH_CRISIS_INTERVENTION,NATIONAL
3839,St Vincent Catholic Charities,MICHIGAN,HUMAN_SERVICES,NATIONAL
3840,Aware Inc,MONTANA,UNCATEGORIZED,
3841,Sarcoma Foundation Of America Inc,MARYLAND,MEDICAL_RESEARCH,NATIONAL
3842,Legacy Traditional School Maricopa,ARIZONA,OTHER,
3843,Jewish Child And Family Services,ILLINOIS,HUMAN_SERVICES,STATE
3844,Riverview School Inc,MASSACHUSETTS,K_12,STATE
3845,Inspira Health Foundation Inc,NEW_JERSEY,HEALTH_CARE,
3846,Pets Alive Inc,NEW_YORK,ANIMAL_RELATED,
3847,Ymca Of The Rockies,COLORADO,HUMAN_SERVICES,NATIONAL
3848,Youth Job Center Inc,ILLINOIS,YOUTH_DEVELOPMENT,
3849,The Arc Of Chester County,PENNSYLVANIA,UNCATEGORIZED,STATE
3850,Fullerton Interfaith Emergency Service,CALIFORNIA,HOUSING_SHELTER,
3851,Instituto Familiar De La Raza,CALIFORNIA,UNCATEGORIZED,
3852,East Orange Community Charter School Inc,NEW_JERSEY,K_12,STATE
3853,Be Like Brit Foundation Inc,MASSACHUSETTS,INTERNATIONAL_FOREIGN_AFFAIRS_NATIONAL_SECURITY,
3854,East Liberty Family Health Care Center Inc,PENNSYLVANIA,HEALTH_CARE,STATE
3855,Southfiled Village Inc,INDIANA,HUMAN_SERVICES,NATIONAL
3856,Jeanne Geiger Crisis Center Inc,MASSACHUSETTS,HUMAN_SERVICES,STATE
3857,Museum Foundation Of Pacific Grove Inc,CALIFORNIA,ARTS_CULTURE_HUMANITIES,
3858,Northern Pines Medical Center,MINNESOTA,HEALTH_CARE,STATE
3859,Good Samaritan Regional Health Center,MISSOURI,HEALTH_CARE,STATE
3860,Jersey City Community Charter School,NEW_JERSEY,K_12,
3861,Barnabas Center Incorporated,FLORIDA,HUMAN_SERVICES,
3862,Valley Can,CALIFORNIA,ENVIRONMENT,STATE
3863,States Newsroom,NORTH_CAROLINA,ARTS_CULTURE_HUMANITIES,
3864,International Christian Response Usa,WASHINGTON,RELIGION_RELATED,
3865,Pontifical College Josephinum,OHIO,HIGHER_EDUCATION,STATE
3866,American Airlines Supp Med Trust,TEXAS,OTHER,
3867,Imperial Valley Food Bank,CALIFORNIA,FOOD_AGRICULTURE_NUTRITION,
3868,St Peters Home,NEW_HAMPSHIRE,UNCATEGORIZED,NATIONAL
3869,Riverside Presbyterian Day School Inc,FLORIDA,K_12,
3870,Hosea Feed The Hungry And Homeless Inc,GEORGIA,HUMAN_SERVICES,NATIONAL
3871,Copper Development Association Inc,VIRGINIA,OTHER,STATE
3872,Vwe Properties Corporation,NEW_YORK,HEALTH_CARE,
3873,Usatransform,TEXAS,RELIGION_RELATED,
3874,Sudan Relief Fund Inc,VIRGINIA,INTERNATIONAL_FOREIGN_AFFAIRS_NATIONAL_SECURITY,STATE
3875,Chatfield College,OHIO,HIGHER_EDUCATION,STATE
3876,Siskiyou Community Health Center Inc,OREGON,HEALTH_CARE,
3877,Warwick Manor Behavioral Health Inc,MARYLAND,HEALTH_CARE,STATE
3878,Twin Lakes Food Bank,CALIFORNIA,HUMAN_SERVICES,
3879,Lakes Home And Program Development Inc,MINNESOTA,HUMAN_SERVICES,STATE
3880,Aldersbridge Communities,RHODE_ISLAND,HEALTH_CARE,
3881,Putnam County Chamber Of Commerce,TENNESSEE,OTHER,
3882,Trinity Northwest Atlanta Early Learning Center,GEORGIA,K_12,STATE
3883,Chmc Cardiovascular Surgical Foundation Incorporated,MASSACHUSETTS,OTHER,
3884,Montessori School Of Louisville Inc,KENTUCKY,K_12,STATE
3885,Access Academies,MISSOURI,OTHER,
3886,Western Hills Youth Soccer Association,TEXAS,OTHER,
3887,Usa Dry Pea Lentil Council Inc,IDAHO,OTHER,
3888,Darkness To Light,SOUTH_CAROLINA,CRIME_LEGAL_RELATED,STATE
3889,Benaroya Research Institute At Virginia Mason,WASHINGTON,MEDICAL_RESEARCH,
3890,Alexandria Convention And Visitors Association Inc,VIRGINIA,OTHER,
3891,Flying Horse Farms,OHIO,HEALTH_CARE,STATE
3892,Next Door Solutions To Domestic Violence,CALIFORNIA,HUMAN_SERVICES,
3893,Newbridge Services Inc,NEW_JERSEY,MENTAL_HEALTH_CRISIS_INTERVENTION,
3894,Living Faith Ministries Inc,VIRGINIA,RELIGION_RELATED,STATE
3895,Dawn Center For Independent Living Inc,NEW_JERSEY,HUMAN_SERVICES,STATE
3896,Transitions Inc,KENTUCKY,CRIME_LEGAL_RELATED,STATE
3897,Royal Oak Foundation Inc,NEW_YORK,ARTS_CULTURE_HUMANITIES,STATE
